signal_key_id,geo_key_id,time_type,time_value,issue,value,stderr,sample_size,lag,value_updated_timestamp,computation_as_of_dt,missing_value,missing_stderr,missing_sample_size
71,4653,day,20200429,20220816,0.3808739281836223,,,184,1604108608,,0,5,5
49,2425,day,20200704,20220815,76.0623477,,,345,1623661262,,0,5,5
66,1776,day,20200623,20201030,25.38280710865527,,,129,1604111690,,0,5,5
51,4791,day,20200508,20200825,0.0,,,109,1598371138,,0,5,5
71,5024,day,20200504,20200825,0.0,,,113,1598370962,,0,5,5
87,1662,day,20200810,20220813,574.2295514511874,12.475313543614911,379.0,51,1601488916,,0,0,0
73,3229,day,20210721,20210722,0.0,,,1,1626967678,,0,5,5
74,2185,day,20200826,20220806,0.0,,,49,1602729936,,0,5,5
51,1776,day,20200630,20201014,21.0,,,106,1602728553,,0,5,5
65,228,day,20201019,20210927,1392.8809322,,,343,1632757069,,0,5,5
69,4536,day,20210511,20210512,0.4285714,,,1,1620831097,,0,5,5
100,2076,day,20200703,20201017,27.0641628846234,,,106,1602951081,,0,5,5
74,2843,day,20210117,20210118,0.8568172665815561,,,1,1610982931,,0,5,5
74,882,day,20200715,20201030,0.8489252606200549,,,107,1604112570,,0,5,5
91,653,day,20201231,20220815,783.0,,,2,1609638929,,0,5,5
67,769,day,20201117,20220812,3523.5714285714284,,,1,1605717838,,0,5,5
49,3088,day,20200525,20220811,0.0,,,92,1598371850,,0,5,5
69,384,day,20200717,20220812,2.7142857142857144,,,105,1604112625,,0,5,5
73,237,day,20200624,20220811,4.714285714285714,,,128,1604111715,,0,5,5
49,1834,day,20200622,20201009,0.0,,,109,1602287563,,0,5,5
50,2004,day,20200607,20220801,0.0,,,129,1602727376,,0,5,5
69,2151,day,20210925,20210926,9.4285714,,,1,1632681799,,0,5,5
65,723,day,20200418,20220810,14.704260559497117,,,195,1604107957,,0,5,5
50,1103,day,20200710,20220806,0.0,,,96,1602728956,,0,5,5
90,2375,day,20191026,20220802,0.0788244988334441,0.0019344660436185,574.0,438,1609973671,,0,0,0
23,293,day,20200402,20220801,1.670094,,,89,1593451037,,0,5,5
42,136,day,20200911,20201112,92.0,,,62,1605179133,,0,5,5
232,1553,day,20201121,20201209,23.8438492,2.0663025,425.2982,18,1607550650,,0,0,0
67,1717,day,20200229,20201014,0.0,,,228,1602719698,,0,5,5
74,5268,day,20200506,20201014,0.0,,,161,1602725522,,0,5,5
68,355,day,20201226,20201227,3689.813988939883,,,1,1609106094,,0,5,5
73,1949,day,20201114,20220814,0.0,,,1,1605463018,,0,5,5
73,2881,day,20200909,20220811,0.0,,,1,1599749917,,0,5,5
73,938,day,20200827,20201030,0.4285714285714285,,,64,1604113546,,0,5,5
106,2651,day,20201011,20201012,0.0,,,1,1602558686,,0,5,5
69,2232,day,20200502,20201030,0.2857142857142857,,,181,1604108772,,0,5,5
127,893,day,20200612,20200903,18.0037918,1.762692,475.1217,83,1599134578,,0,0,0
68,1735,day,20210720,20220821,6077.0643968,,,1,1626884396,,0,5,5
98,2005,day,20200416,20201017,0.0,,,184,1602950203,,0,5,5
392,1670,day,20210316,20210321,7.447311,1.6736175,246.0799,5,1616327488,,0,0,0
48,1949,day,20200529,20220815,2.0,,,88,1598372016,,0,5,5
69,1521,day,20200902,20201030,38.42857142857143,,,58,1604113635,,0,5,5
66,1041,day,20210831,20210901,100.6846557,,,1,1630516448,,0,5,5
88,4970,day,20200330,20220816,0.2483567425448004,0.0403030512696325,2.0,85,1592607426,,0,0,0
74,4808,day,20210513,20220820,1.0611093,,,1,1621003941,,0,5,5
73,2678,day,20210529,20220804,0.0,,,1,1622386318,,0,5,5
446,1554,day,20210616,20220807,178.71,,,9,1624643472,,0,5,5
73,4582,day,20210318,20210319,0.1428571,,,1,1616165469,,0,5,5
96,2535,day,20200502,20210916,1.9187214,,,502,1631824530,,0,5,5
73,2412,day,20210201,20210202,3.3558101710296904,,,1,1613062572,,0,5,5
71,4797,day,20200919,20220803,0.0,,,1,1600613926,,0,5,5
74,437,day,20201110,20220809,1.0787642,,,135,1616684032,,0,5,5
65,2393,day,20210307,20220801,6352.0179571,,,1,1615215098,,0,5,5
73,3003,day,20210429,20220818,0.0,,,1,1619794324,,0,5,5
66,3213,day,20200510,20220808,0.0,,,157,1602725928,,0,5,5
45,1151,day,20210513,20220805,0.0,,,5,1621385533,,0,5,5
172,2313,day,20210720,20220801,0.404811,,,65,1632423315,,0,5,5
48,212,day,20200804,20200825,1.0,,,21,1598374252,,0,5,5
37,1156,day,20210912,20210915,0.0,,,3,1631725744,,0,5,5
154,757,day,20210128,20220815,0.907284,,,73,1618182129,,0,5,5
445,238,day,20200916,20210813,0.0532,0.0036508,3779.14,331,1628877213,,0,0,0
12,1547,day,20200921,20220814,0.0,0.3248335,102.3534,59,1605823829,,0,0,0
36,4866,day,20210418,20210420,0.0,,,2,1618966359,,0,5,5
49,2751,day,20200508,20200825,0.0,,,109,1598371134,,0,5,5
87,3034,day,20191230,20220806,594.9714285714285,26.961194192950124,70.0,173,1592606621,,0,0,0
73,795,day,20210207,20210322,4.7142857,,,43,1616424786,,0,5,5
48,2051,day,20201022,20201030,0.0,,,8,1604114251,,0,5,5
46,5295,day,20200314,20201015,0.0,,,215,1602818518,,0,5,5
97,66,day,20210315,20210318,0.0,,,3,1616094304,,0,5,5
299,2523,day,20210516,20220820,7.5401596,2.1005755,158.0,5,1621597922,,0,0,0
65,519,day,20200512,20201030,1039.2205845615786,,,171,1604109395,,0,5,5
245,78,day,20210219,20210317,95.4877811,0.5971275,1208.3806,26,1616006492,,0,0,0
87,1940,day,20190426,20200620,514.6470588235294,23.32074586703658,34.0,421,1592604471,,0,0,0
69,268,day,20210802,20210803,32.1428571,,,1,1627998218,,0,5,5
51,633,day,20210412,20220807,0.0,,,1,1618325547,,0,5,5
74,213,day,20200926,20220814,0.0,,,18,1602730265,,0,5,5
99,2597,day,20200814,20220805,1014.794729,,,180,1613104991,,0,5,5
69,501,day,20210721,20220820,18.0,,,1,1626967635,,0,5,5
252,1631,day,20210327,20220819,85.1934446,3.1503616,127.0982,5,1617277911,,0,0,0
1,419,day,20201012,20220813,1.912578,,,73,1608855827,,0,5,5
41,1512,day,20200615,20220802,0.0,,,150,1605174534,,0,5,5
48,624,day,20200506,20220806,1.0,,,111,1598371034,,0,5,5
44,917,day,20200614,20201112,0.0,,,151,1605174479,,0,5,5
68,952,day,20210314,20210315,9629.3163431,,,1,1615820032,,0,5,5
74,8,day,20201018,20201030,0.0318827259815734,,,12,1604114206,,0,5,5
68,2198,day,20200720,20220808,3135.663561744904,,,102,1604112724,,0,5,5
231,1542,day,20210410,20220806,2.9052826,0.345607,2361.6686,5,1618494628,,0,0,0
178,1974,day,20201008,20201130,0.0582064497879569,0.0009655601196708,1621.0,53,1606767592,,0,0,0
74,2223,day,20210606,20210607,0.0,,,1,1623077881,,0,5,5
95,1740,day,20201105,20201106,5.0,,,1,1604691504,,0,5,5
178,591,day,20200711,20210106,0.0549028062980105,0.0004438904029084,6808.0,179,1609974326,,0,0,0
66,1393,day,20200623,20220812,4.5924225,,,257,1615128737,,0,5,5
74,2579,day,20201201,20201202,0.3214438889004229,,,1,1606928618,,0,5,5
46,201,day,20210317,20220806,562.0,,,1,1616079086,,0,5,5
46,1165,day,20200325,20200825,1.0,,,153,1598369367,,0,5,5
74,322,day,20210424,20220808,0.0,,,1,1619363778,,0,5,5
101,4801,day,20200829,20201017,0.0,,,49,1602951901,,0,5,5
69,1971,day,20210505,20210506,27.1428571,,,1,1620313396,,0,5,5
50,2837,day,20200614,20201014,0.0,,,122,1602727735,,0,5,5
89,3046,day,20200222,20220821,0.0323704356014399,0.0069112925038684,11.0,122,1592607097,,0,0,0
50,2077,day,20200613,20220809,0.0,,,123,1602727684,,0,5,5
74,123,day,20210211,20210212,0.9157302,,,1,1613188599,,0,5,5
73,1319,day,20210315,20210316,0.4285714,,,1,1615906275,,0,5,5
664,1758,day,20210830,20220816,52.0741574,4.8718099,105.1505,8,1631034908,,0,0,0
51,4733,day,20200530,20220820,0.0,,,87,1598372090,,0,5,5
134,803,day,20200917,20200922,10.8091749,2.0994338,218.73,5,1600775894,,0,0,0
37,2840,day,20210124,20220803,0.0,,,3,1611738636,,0,5,5
102,172,day,20201213,20220821,99.1920916,,,277,1631825700,,0,5,5
51,2631,day,20210901,20220807,0.0,,,1,1630593178,,0,5,5
191,1340,day,20190829,20220811,905.3186161663186,,,459,1606760003,,0,5,5
69,1407,day,20201217,20220818,129.57142857142858,,,1,1608326211,,0,5,5
69,2810,day,20200923,20220809,108.7574938501163,,,37,1604113896,,0,5,5
